height_cm,weight_kg,body fat_%,sit-ups counts,broad jump_cm
172.5,73.9,20.0,45.0,200.0
169.2,70.2,17.5,61.0,254.0
162.4,64.7,30.0,30.0,183.0
186.0,79.3,23.5,45.0,176.0
158.4,60.4,31.79044,35.0,162.0
178.0,91.8,30.2,18.0,211.0
173.6,81.1,23.9,38.0,202.0
152.4,56.1,35.2,18.0,138.0
167.4,65.0,11.7,63.0,236.0
170.5,68.4,13.5,48.0,247.0
153.9,52.76,36.3,10.0,147.0
162.5,51.9,28.3,16.0,164.0
164.8,66.4,16.5,46.0,225.0
169.4,48.8,21.5,27.0,138.0
157.2,49.2,21.4,20.0,165.0
159.6,79.9,43.8,14.0,160.0
154.7,44.4,21.7,34.0,169.0
174.0,70.1,19.0,43.0,214.0
174.6,72.3,24.0,48.0,243.0
175.7,88.4,32.8,47.0,219.0
146.5,46.4,32.9,20.0,111.0
180.0,84.0,21.9,50.0,211.0
166.8,58.2,23.3,30.0,156.0
171.7,77.0,26.9,27.0,201.0
167.5,73.5,25.8,39.0,165.0
179.5,79.3,13.8,65.0,228.0
168.4,61.5,19.2,26.0,163.0
162.0,50.84,19.4,23.0,157.0
171.6,85.8,30.9,46.0,190.0
167.2,72.48,25.6,43.0,219.0
162.4,53.0,23.1,35.0,171.0
171.4,75.0,23.5,36.0,180.0
161.6,52.4,30.4,36.0,185.0
166.6,59.92,26.1,38.0,179.0
157.4,60.8,33.0,47.0,151.0
156.8,52.6,27.6,29.0,122.0
173.4,61.0,8.7,51.0,242.0
165.2,71.6,23.7,27.0,168.0
163.2,68.3,26.5,25.0,180.0
168.8,68.1,29.1,42.0,230.0
174.4,69.5,14.2,48.0,250.0
169.2,56.3,14.3,62.0,209.0
173.8,83.2,24.9,58.0,214.0
157.7,53.9,28.5,52.0,160.0
161.0,54.2,30.2,61.0,152.0
165.9,54.7,22.4,40.0,182.0
172.7,88.3,27.2,60.0,197.0
166.2,58.5,25.7,38.0,163.0
174.5,79.4,24.1,42.0,195.0
159.6,53.3,22.9,74.0,201.0
159.8,59.0,30.3,35.0,150.0
163.4,75.9,34.2,15.0,161.0
183.6,83.9,21.0,46.0,227.0
164.3,74.1,26.7,32.0,186.0
173.2,75.8,19.0,44.0,244.0
178.3,86.1,22.3,42.0,223.0
163.6,78.2,40.3,30.0,115.0
173.7,76.1,9.2,51.0,218.0
165.0,51.8,27.6,44.0,172.0
163.8,63.2,31.3,26.0,162.0
158.3,54.0,23.5,33.0,147.0
160.6,47.96,27.7,42.0,162.0
172.0,95.0,38.1,26.0,175.0
179.1,62.1,13.8,31.0,182.0
170.6,69.9,3.0,60.0,280.0
176.7,79.1,18.4,35.0,200.0
165.5,59.3,12.2,39.0,229.0
163.2,60.9,29.7,47.0,180.0
162.5,52.3,25.6,29.0,148.0
156.7,61.1,31.1,24.0,105.0
148.7,51.0,38.6,37.0,168.0
158.6,46.2,17.8,21.0,135.0
150.8,49.1,30.2,47.0,184.0
177.8,81.5,18.0,46.0,160.0
169.5,70.2,24.3,39.0,222.0
185.6,101.8,25.1,28.0,187.0
170.8,71.2,19.8,50.0,194.0
168.7,67.6,20.9,35.0,184.0
165.8,55.4,28.8,31.0,152.0
176.6,85.0,26.9,55.0,211.0
160.4,62.7,32.4,28.0,135.0
174.2,75.6,16.6,52.0,240.0
163.6,69.76,25.4,29.0,180.0
175.1,89.8,31.6,44.0,207.0
173.4,70.9,19.4,46.0,213.0
163.0,54.9,16.1,58.0,201.0
169.1,70.5,24.5,27.0,204.0
171.5,78.2,24.0,33.0,193.0
168.7,62.0,19.7,56.0,170.0
167.3,66.6,18.0,19.0,210.0
173.9,75.1,16.1,47.0,245.0
171.9,66.4,13.5,57.0,204.0
172.0,73.0,24.1,50.0,200.0
167.0,57.5,28.0,22.0,156.0
167.2,54.8,24.5,39.0,175.0
161.0,49.1,25.4,31.0,153.0
168.0,70.8,12.5,70.0,269.0
176.5,74.4,10.2,54.0,243.0
172.3,75.9,29.9,24.0,164.0
170.5,66.8,19.0,39.0,230.0
167.3,71.8,15.0,54.0,245.0
156.7,45.7,21.9,42.0,168.0
188.2,87.8,17.4,37.0,237.0
179.1,98.1,24.8,29.0,213.0
174.6,91.12,29.4,36.0,195.0
163.3,58.8,31.7,51.0,182.0
166.8,69.2,26.5,35.0,183.0
165.5,60.9,29.6,51.0,180.0
173.3,83.3,18.7,66.0,208.0
164.0,70.7,25.4,50.0,198.0
177.0,75.3,8.6,67.0,246.0
170.5,60.4,14.2,43.0,232.0
170.3,63.1,16.9,51.0,206.0
163.5,68.1,35.3,42.0,152.0
162.4,62.2,33.9,41.0,185.0
179.6,66.0,23.6,38.0,213.0
156.9,60.6,25.8,54.0,192.0
180.7,69.0,13.2,52.0,248.0
164.9,61.3,22.2,42.0,178.0
154.4,58.5,27.5,18.0,139.0
179.2,75.0,22.8,60.0,228.0
180.5,79.5,21.7,33.0,196.0
167.8,52.9,20.6,20.0,181.0
183.9,82.6,20.7,46.0,190.0
165.7,47.0,26.9,44.0,205.0
150.6,56.2,32.0,49.0,177.0
160.6,55.3,26.7,48.0,206.0
166.4,66.1,20.5,25.0,166.0
164.3,74.0,29.3,28.0,191.0
161.0,61.9,34.3,44.0,153.0
165.6,70.3,23.4,32.0,191.0
167.9,68.2,18.7,53.0,212.0
174.6,78.2,20.0,51.0,225.0
172.6,88.4,23.1,51.0,234.0
175.7,70.3,17.9,54.0,205.0
150.3,66.3,37.8,18.0,140.0
162.1,57.0,25.8,36.0,162.0
172.4,69.9,23.2,40.0,215.0
167.9,68.5,24.2,29.0,185.0
168.1,63.6,22.9,46.0,195.0
169.4,73.9,18.1,60.0,232.0
176.5,82.1,21.6,56.0,252.0
163.6,51.3,20.9,36.0,188.0
173.0,70.3,11.2,54.0,260.0
178.7,73.3,12.3,47.0,219.0
161.9,50.8,22.0,40.0,171.0
171.7,63.3,21.1,56.0,223.0
161.6,66.9,23.3,49.0,188.0
164.1,64.7,30.3,27.0,174.0
170.4,69.5,23.1,43.0,208.0
169.5,77.5,22.8,37.0,191.0
155.4,59.8,38.7,2.0,119.0
171.9,71.4,26.2,43.0,208.0
181.0,69.4,10.0,52.0,252.0
168.9,53.2,6.6,53.0,226.0
167.0,74.6,26.3,51.0,196.0
176.9,78.76,31.2,36.0,182.0
173.2,65.2,18.0,50.0,208.0
169.4,62.5,18.8,48.0,213.0
175.1,82.4,19.4,54.0,205.0
173.8,74.9,9.5,51.0,238.0
158.0,50.5,20.3,56.0,182.0
177.2,73.6,24.0,42.0,210.0
184.3,89.5,17.8,54.0,234.0
159.8,62.2,23.1,56.0,197.0
175.0,77.2,22.9,52.0,222.0
171.8,75.3,29.4,35.0,197.0
170.7,71.84,22.0,54.0,242.0
167.0,61.8,23.3,38.0,172.0
178.0,71.6,19.9,41.0,212.0
172.1,65.64,19.9,39.0,215.0
177.8,90.7,21.0,44.0,225.0
151.7,53.8,29.0,24.0,146.0
182.0,73.1,21.5,60.0,249.0
167.7,58.2,26.2,66.0,191.0
160.9,58.6,27.1,23.0,126.0
170.6,59.9,14.0,43.0,198.0
175.7,70.7,21.6,43.0,236.0
170.3,65.8,15.4,28.0,193.0
181.2,87.0,24.0,68.0,239.0
178.5,79.1,23.3,34.0,213.0
155.7,53.5,30.8,27.0,158.0
169.9,60.0,12.0,53.0,227.0
171.7,70.5,21.1,47.0,216.0
176.4,76.2,20.9,58.0,217.0
170.7,71.6,24.5,45.0,193.0
176.8,89.5,25.7,49.0,211.0
153.2,50.8,27.7,23.0,119.0
168.1,61.9,22.1,28.0,168.0
170.4,68.1,24.1,57.0,203.0
157.2,50.4,26.7,18.0,159.0
172.0,69.2,18.9,43.0,183.0
161.4,62.5,25.7,18.0,180.0
172.5,69.0,26.5,36.0,184.0
170.6,75.7,23.0,61.0,185.0
175.0,101.4,30.6,34.0,213.0
171.2,67.1,13.6,72.0,275.0
174.2,77.6,21.1,63.0,240.0
162.3,46.2,26.2,39.0,163.0
173.4,83.34,26.7,43.0,196.0
165.3,69.3,33.2,25.0,132.0
159.9,66.6,40.3,27.0,129.0
175.5,78.4,20.9,51.0,238.0
161.2,61.6,37.5,10.0,124.0
159.0,64.8,26.3,31.0,185.0
162.2,62.1,37.2,21.0,110.0
149.6,48.54,31.6,20.0,133.0
171.5,72.9,13.1,64.0,254.0
185.2,71.7,8.3,58.0,234.0
152.1,46.2,21.2,53.0,165.0
164.7,64.0,22.0,46.0,237.0
170.5,71.3,24.6,36.0,176.0
172.1,73.62,24.5,31.0,209.0
157.2,53.0,25.6,26.0,166.0
162.2,55.3,30.2,38.0,160.0
177.3,69.9,13.3,49.0,215.0
163.8,53.1,30.5,26.0,143.0
155.9,53.3,23.6,27.0,159.0
159.0,52.4,23.2,40.0,174.0
164.7,72.48,43.0,30.0,186.0
160.8,59.7,27.5,30.0,129.0
176.1,68.9,17.7,63.0,237.0
169.6,68.5,15.7,59.0,261.0
168.6,73.9,23.4,47.0,209.0
159.9,53.0,23.5,32.0,168.0
165.3,69.6,16.9,63.0,245.0
169.0,87.0,22.6,48.0,210.0
155.8,51.9,26.3,41.0,176.0
181.7,65.68,12.4,48.0,198.0
170.5,85.6,25.5,57.0,230.0
184.0,75.7,9.2,58.0,230.0
158.6,59.74,27.1,20.0,156.0
181.5,98.28,23.6,51.0,217.0
167.0,76.4,27.7,29.0,178.0
163.2,57.2,33.1,11.0,124.0
156.5,55.9,31.7,58.0,156.0
177.0,94.1,23.9,50.0,185.0
173.2,69.4,10.8,61.0,235.0
176.4,66.6,9.5,61.0,262.0
163.3,57.3,25.7,38.0,173.0
172.5,75.0,13.8,53.0,234.0
163.0,67.9,34.9,41.0,175.0
182.5,72.7,17.1,59.0,227.0
157.3,70.2,41.0,4.0,107.0
160.3,52.3,16.4,47.0,178.0
176.5,69.0,15.7,57.0,233.0
178.7,78.82,25.7,47.0,202.0
180.3,90.2,29.8,30.0,214.0
161.3,46.0,22.8,35.0,172.0
174.1,76.7,23.5,52.0,242.0
163.1,65.7,28.1,27.0,177.0
178.0,72.8,24.3,30.0,168.0
170.0,71.0,21.0,37.0,212.0
175.0,73.8,22.2,33.0,197.0
178.0,57.02,16.6,45.0,224.0
177.0,81.2,24.2,43.0,193.0
165.8,63.1,20.2,39.0,235.0
171.4,63.1,23.1,27.0,147.0
169.1,59.08,12.0,41.0,246.0
155.5,66.3,34.8,29.0,120.0
170.6,68.8,26.3,47.0,194.0
159.4,51.2,21.7,24.0,124.0
179.4,90.6,30.4,50.0,199.0
158.9,69.9,36.0,26.0,145.0
180.1,62.3,9.2,46.0,251.0
153.6,50.84,25.3,13.0,128.0
179.0,96.1,30.8,41.0,193.0
176.9,68.3,17.0,49.0,230.0
175.7,74.8,15.3,57.0,246.0
168.5,57.58,26.0,37.0,159.0
177.4,76.2,21.0,49.0,227.0
162.9,51.56,26.2,13.0,130.0
157.3,56.2,28.1,26.0,150.0
167.3,65.0,25.0,43.0,199.0
167.5,54.9,15.4,22.0,215.0
173.9,94.3,29.4,29.0,170.0
161.5,50.4,28.2,22.0,157.0
150.7,54.0,33.0,27.0,123.0
173.0,86.7,31.2,45.0,187.0
171.4,65.6,27.6,26.0,147.0
164.0,51.7,24.5,12.0,150.0
161.3,52.0,19.3,38.0,164.0
159.7,53.3,25.1,34.0,141.0
173.4,68.4,9.8,48.0,185.0
183.1,82.7,20.3,60.0,198.0
164.1,63.4,15.2,44.0,223.0
164.6,49.3,25.2,41.0,137.0
167.3,55.3,21.3,40.0,176.0
170.0,65.9,22.0,22.0,143.0
158.9,57.3,35.1,25.0,135.0
164.1,58.1,24.1,28.0,179.0
185.1,87.7,19.5,54.0,234.0
148.0,53.4,27.9,35.0,145.0
170.0,77.1,24.8,31.0,200.0
160.1,55.1,26.9,58.0,171.0
169.1,67.1,21.5,45.0,188.0
169.0,71.9,15.0,46.0,228.0
155.0,57.1,18.3,35.0,202.0
170.2,55.1,16.0,44.0,186.0
163.7,65.3,23.1,50.0,185.0
163.1,63.1,28.0,34.0,154.0
172.2,77.4,26.6,58.0,216.0
157.3,45.3,23.6,37.0,196.0
168.9,70.2,25.3,57.0,194.0
160.5,58.0,29.8,37.0,140.0
160.0,50.7,20.2,37.0,128.0
173.5,74.8,17.6,49.0,198.0
157.9,47.5,24.7,50.0,145.0
175.0,73.0,12.1,55.0,243.0
158.2,62.1,33.2,17.0,140.0
155.4,54.0,28.7,33.0,152.0
159.5,50.0,28.5,25.0,139.0
183.0,76.5,9.1,59.0,217.0
176.1,81.1,23.8,29.0,169.0
178.6,76.12,19.6,54.0,237.0
166.9,67.0,17.9,47.0,226.0
166.1,70.8,16.7,55.0,255.0
176.4,86.0,9.3,62.0,239.0
164.4,48.1,16.9,41.0,215.0
150.3,52.0,34.2,46.0,166.0
178.4,79.2,22.6,51.0,241.0
183.6,84.6,20.4,51.0,215.0
173.2,66.7,12.7,57.0,218.0
175.0,65.3,14.5,60.0,205.0
155.1,46.4,30.2,11.0,121.0
165.5,74.7,26.3,24.0,171.0
156.3,58.3,35.6,23.0,132.0
170.4,67.4,15.5,35.0,197.0
161.1,51.0,22.7,29.0,164.0
175.1,63.4,13.1,43.0,214.0
172.4,76.4,22.1,57.0,217.0
158.4,56.7,27.4,39.0,165.0
169.6,70.2,22.1,38.0,218.0
180.8,93.4,25.2,29.0,200.0
148.3,51.8,27.3,34.0,131.0
180.7,95.7,19.5,38.0,208.0
156.6,56.04,30.5,34.0,159.0
175.0,68.0,22.6,33.0,194.0
173.1,67.6,18.1,52.0,209.0
176.0,72.4,17.4,75.0,242.0
164.8,70.5,33.1,22.0,120.0
154.3,46.3,24.9,35.0,139.0
172.8,84.8,26.1,41.0,218.0
143.8,72.6,48.7,4.0,20.0
158.3,54.76,28.9,23.0,142.0
170.4,64.7,23.1,42.0,182.0
168.1,55.1,27.2,28.0,157.0
174.4,72.5,20.7,30.0,176.0
156.3,46.1,24.1,15.0,142.0
170.6,67.8,18.2,53.0,239.0
162.4,59.5,30.7,25.0,182.0
175.0,65.1,17.5,34.0,214.0
168.8,53.5,20.0,38.0,185.0
167.8,69.5,20.5,35.0,197.0
175.4,63.7,14.1,52.0,225.0
175.3,74.9,11.9,50.0,246.0
170.0,63.8,18.1,38.0,215.0
178.7,76.4,13.1,53.0,230.0
180.4,82.0,15.2,65.0,239.0
170.3,74.3,16.0,52.0,234.0
154.3,76.1,48.0,18.0,91.0
177.9,78.1,16.6,52.0,246.0
167.3,64.3,20.2,42.0,195.0
167.1,48.0,14.2,26.0,146.0
182.2,82.0,25.9,45.0,184.0
162.3,54.3,31.5,43.0,166.0
170.1,75.0,21.2,60.0,234.0
162.8,53.3,18.6,40.0,196.0
170.6,71.36,18.7,48.0,241.0
175.3,74.3,22.8,60.0,230.0
175.0,67.0,18.1,44.0,239.0
173.2,58.6,21.5,33.0,151.0
171.0,72.2,25.3,24.0,181.0
168.2,61.0,27.2,46.0,165.0
158.5,52.5,23.2,43.0,201.0
159.1,50.6,26.3,21.0,130.0
158.4,51.7,28.4,52.0,168.0
152.4,51.2,30.5,17.0,129.0
162.3,53.04,14.6,35.0,173.0
164.1,56.8,24.1,35.0,183.0
179.0,69.8,17.6,48.0,220.0
159.4,53.6,26.5,49.0,146.0
185.0,85.8,23.6,55.0,231.0
166.9,70.5,20.0,53.0,206.0
184.6,82.6,23.3,36.0,196.0
167.0,71.1,27.2,35.0,192.0
165.1,71.8,25.5,41.0,211.0
167.2,53.0,21.0,36.0,165.0
180.9,78.5,18.2,60.0,236.0
178.5,85.3,18.7,48.0,222.0
177.9,65.2,10.6,53.0,239.0
162.5,57.8,27.6,43.0,183.0
183.5,75.4,17.2,34.0,188.0
156.4,52.8,32.8,34.0,134.0
175.0,72.9,18.6,36.0,233.0
157.3,67.44,27.8,43.0,157.0
165.3,61.0,15.7,44.0,219.0
153.9,51.0,26.0,24.0,137.0
169.3,61.6,25.3,32.0,135.0
167.2,57.6,21.1,21.0,170.0
169.2,76.6,17.3,46.0,165.0
160.8,49.7,11.2,51.0,220.0
154.9,55.8,32.1,27.0,132.0
174.5,74.92,25.9,52.0,213.0
152.4,47.8,20.6483,46.0,167.0
175.0,72.54,12.3,48.0,212.0
168.9,78.6,17.5,52.0,211.0
168.1,74.4,25.0,40.0,195.0
157.6,53.8,32.3,23.0,158.0
160.7,46.7,22.8,45.0,164.0
156.3,60.5,33.6,23.0,135.0
153.9,48.3,26.5,32.0,157.0
177.1,85.5,22.6,44.0,184.0
172.1,66.0,13.6,70.0,220.0
164.6,58.8,30.9,51.0,171.0
165.0,76.5,21.7,39.0,185.0
170.7,81.9,29.5,32.0,183.0
169.5,70.9,18.1,48.0,244.0
173.8,79.7,24.5,48.0,221.0
178.0,71.5,21.6,66.0,211.0
155.3,56.0,22.33,39.0,154.0
156.2,57.72,34.8,12.0,125.0
172.2,82.9,22.9,38.0,190.0
166.0,55.9,16.8,48.0,173.0
168.9,55.3,18.8,45.0,183.0
170.2,56.0,23.3,46.0,202.0
180.1,82.1,15.0,55.0,247.0
158.7,68.5,38.5,24.0,130.0
166.5,61.0,15.7,53.0,228.0
156.3,48.6,28.0,43.0,141.0
156.3,54.2,29.2,0.0,136.0
158.0,59.2,24.1,32.0,175.0
154.0,54.5,30.3,24.0,174.0
153.4,62.6,31.9,26.0,164.0
180.9,66.2,15.6,38.0,235.0
167.2,60.1,27.8,33.0,144.0
160.9,73.44,29.2,47.0,172.0
157.5,51.8,14.2,50.0,194.0
154.7,49.1,26.7,20.0,138.0
156.9,57.0,26.4,47.0,205.0
156.5,61.1,37.1,21.0,147.0
172.0,67.8,20.7,42.0,197.0
171.9,74.7,21.7,40.0,197.0
141.0,46.1,25.5,14.0,140.0
154.3,60.4,37.1,21.0,130.0
167.7,68.5,14.7,56.0,171.0
170.6,69.5,15.0,30.0,170.0
180.6,75.4,18.4,47.0,222.0
156.1,52.3,35.7,10.0,134.0
170.7,85.3,30.2,33.0,198.0
167.0,69.8,34.8,13.0,93.0
164.8,55.8,31.7,46.0,158.0
169.1,75.8,9.0,47.0,226.0
158.7,51.8,17.2,44.0,172.0
178.3,75.4,11.3,63.0,241.0
156.0,44.5,23.1,25.0,142.0
179.2,83.4,22.6,58.0,221.0
171.1,78.3,22.2,44.0,232.0
168.7,62.6,21.2,25.0,170.0
161.0,58.9,31.1,43.0,203.0
164.8,59.0,16.8,45.0,170.0
174.6,71.4,24.8,26.0,194.0
169.6,60.0,6.4,64.0,257.0
170.6,71.7,9.7,65.0,268.0
169.3,62.3,25.6,35.0,160.0
175.3,72.9,21.3,51.0,241.0
158.1,55.2,25.0,16.0,123.0
172.5,76.0,23.1,41.0,206.0
152.7,48.08,27.0,41.0,182.0
171.7,78.1,30.9,37.0,136.0
164.4,50.0,25.2,56.0,185.0
170.0,60.1,14.2,46.0,223.0
167.4,75.4,31.7,56.0,212.0
174.5,80.76,28.1,33.0,204.0
164.2,66.0,26.1,35.0,184.0
168.3,74.6,23.0,33.0,192.0
164.9,52.3,15.7,32.0,185.0
160.1,58.5,36.5,20.0,145.0
161.5,57.04,28.0,50.0,187.0
170.9,68.7,17.8,28.0,176.0
167.4,80.8,29.1,28.0,179.0
164.3,59.9,35.7,26.0,146.0
170.6,90.2,33.8,45.0,161.0
179.0,79.2,17.7,59.0,233.0
184.0,83.2,17.1,53.0,245.0
177.8,80.7,23.1,47.0,177.0
179.9,82.5,18.4,31.0,248.0
172.0,65.0,18.0,28.0,216.0
176.8,73.8,23.1,33.0,179.0
174.5,83.4,22.0,39.0,170.0
167.5,70.0,19.4,36.0,217.0
161.8,48.4,20.9,21.0,131.0
183.8,66.4,15.4,52.0,229.0
171.0,65.1,17.9,50.0,211.0
168.6,69.14,17.3,46.0,205.0
179.4,80.0,16.8,57.0,243.0
166.6,75.5,31.6,17.0,140.0
158.5,64.5,33.3,16.0,102.0
171.1,78.9,18.4,47.0,217.0
166.4,66.6,21.5,53.0,215.0
163.5,55.6,21.9,34.0,162.0
175.1,69.9,15.7,58.0,227.0
161.2,47.8,17.1,29.0,154.0
168.6,69.9,17.4,49.0,223.0
167.0,60.0,12.6,50.0,214.0
170.1,66.5,14.3,61.0,237.0
170.0,72.5,27.3,53.0,212.0
160.3,58.6,28.3,32.0,184.0
170.0,84.1,24.2,28.0,181.0
158.8,55.9,28.8,49.0,169.0
156.2,48.6,21.7,16.0,158.0
169.3,59.2,13.8,27.0,190.0
170.7,61.3,14.0,51.0,232.0
170.5,72.3,24.5,41.0,180.0
182.2,87.0,20.2,53.0,215.0
159.3,50.6,30.8,32.0,167.0
190.0,86.9,14.5,44.0,197.0
170.0,66.0,17.9,61.0,204.0
160.1,63.9,32.0,12.0,106.0
163.1,70.3,23.2,56.0,200.0
160.8,53.8,19.8,42.0,150.0
170.1,62.2,9.8,55.0,214.0
162.7,53.5,25.7,28.0,127.0
172.6,66.5,17.2,21.0,189.0
171.4,87.1,28.5,37.0,180.0
176.6,93.0,31.2,27.0,196.0
171.4,57.6,24.9,43.0,172.0
170.0,72.7,22.5,46.0,199.0
165.1,64.76,25.0,46.0,197.0
164.0,61.7,20.3,38.0,224.0
174.8,89.0,26.9,41.0,228.0
167.6,68.6,32.4,26.0,161.0
176.1,70.4,11.6,43.0,212.0
166.7,68.92,32.8,38.0,189.0
162.6,52.0,23.9,35.0,136.0
154.9,71.92,31.4,45.0,188.0
167.5,53.6,23.4,39.0,165.0
156.7,55.5,23.5,45.0,156.0
177.2,70.6,16.7,52.0,233.0
173.9,74.02,18.1,58.0,243.0
166.0,66.5,21.0,53.0,192.0
175.3,65.0,9.0,59.0,249.0
148.2,90.6,48.3,4.0,110.0
150.0,72.8,41.2,28.0,150.0
172.1,70.6,22.0,39.0,215.0
172.3,69.6,17.9,46.0,214.0
175.0,80.4,27.1,22.0,210.0
160.3,63.9,20.3,66.0,173.0
157.5,47.1,20.1,40.0,186.0
161.9,56.1,22.9,32.0,147.0
161.9,46.8,19.4,41.0,188.0
175.4,65.5,20.3,71.0,235.0
163.3,53.9,37.0,2.0,103.0
174.5,61.7,13.8,54.0,247.0
172.6,65.2,19.6,42.0,162.0
170.8,71.5,22.9,47.0,144.0
183.6,83.9,13.8,38.0,237.0
188.9,64.6,9.5,46.0,212.0
175.2,73.8,12.7,39.0,207.0
173.3,70.4,25.1,44.0,199.0
180.6,80.1,7.9,51.0,261.0
168.6,74.9,21.2,51.0,234.0
157.8,57.6,32.0,19.0,148.0
183.5,76.9,15.7,56.0,253.0
158.9,55.7,26.2,31.0,132.0
159.2,58.1,28.9,10.0,110.0
158.2,53.1,31.6,38.0,175.0
164.4,59.9,17.4,47.0,223.0
158.5,56.2,28.8,23.0,144.0
151.8,59.0,39.0,9.0,106.0
153.9,55.9,32.7,28.0,140.0
155.2,75.1,44.3,5.0,125.0
178.4,77.5,20.9,46.0,224.0
159.2,47.7,26.0,44.0,185.0
191.9,92.8,24.8,41.0,220.0
184.8,66.5,7.3,31.0,236.0
166.0,59.4,29.4,20.0,101.0
153.0,53.2,35.5,11.0,124.0
170.6,78.26,22.1,40.0,211.0
171.3,85.5,37.2,29.0,196.0
161.9,63.5,38.8,25.0,144.0
188.0,73.3,15.6,45.0,216.0
170.9,69.5,28.0,31.0,149.0
158.1,51.0,21.7,46.0,165.0
168.2,56.5,31.6,16.0,140.0
171.2,70.5,23.1,58.0,204.0
164.8,81.9,33.3,41.0,185.0
175.8,68.5,15.8,49.0,231.0
147.4,52.1,31.1,23.0,87.0
165.5,65.0,26.1,25.0,175.0
175.7,72.1,26.5,35.0,200.0
185.4,91.5,19.4,52.0,239.0
178.0,70.5,19.2,61.0,222.0
172.2,71.1,23.0,38.0,223.0
178.5,70.1,17.4,52.0,245.0
160.1,55.1,25.4,36.0,167.0
159.6,56.5,30.6,37.0,172.0
169.0,59.2,11.3,60.0,213.0
171.4,67.0,23.1,54.0,184.0
172.8,70.5,19.4,35.0,199.0
175.9,90.7,21.4,55.0,248.0
170.5,66.5,31.6,24.0,125.0
162.4,63.1,31.0,54.0,222.0
160.0,65.3,35.8,29.0,164.0
182.6,77.4,22.0,48.0,233.0
172.3,71.44,20.1,57.0,215.0
170.8,60.3,11.5,45.0,232.0
169.5,70.6,15.6,50.0,236.0
157.6,53.9,32.9,0.0,118.0
184.5,91.6,14.3,58.0,241.0
183.6,81.0,16.1,61.0,256.0
166.7,68.6,25.7,38.0,187.0
156.7,58.1,34.7,43.0,166.0
165.8,48.1,22.3,35.0,153.0
169.9,62.8,12.8,47.0,200.0
171.2,73.7,23.6,36.0,201.0
169.3,72.9,25.5,43.0,210.0
166.6,64.9,30.7,61.0,182.0
154.3,51.7,32.3,19.0,135.0
165.4,60.6,16.8,49.0,187.0
163.5,54.5,25.0,41.0,175.0
178.0,80.0,14.8,48.0,232.0
175.3,90.7,24.1,56.0,209.0
171.6,69.8,21.3,42.0,211.0
159.2,57.9,32.3,24.0,45.0
157.2,61.7,37.0,17.0,113.0
166.3,59.5,19.8,33.0,193.0
157.2,50.8,32.6,38.0,141.0
167.4,59.5,15.6,48.0,209.0
171.0,71.8,33.2,35.0,174.0
158.1,51.9,24.9,37.0,178.0
174.3,72.5,7.9,56.0,248.0
163.7,65.8,32.6,20.0,106.0
169.5,79.6,20.6,51.0,252.0
168.0,77.6,36.9,29.0,156.0
153.6,52.0,24.1,34.0,157.0
162.8,60.1,27.4,38.0,156.0
172.6,72.2,17.7,46.0,228.0
154.6,53.2,25.1,23.0,158.0
160.5,60.1,32.2,36.0,170.0
170.5,77.9,19.6,28.0,164.0
173.6,102.8,35.5,36.0,203.0
162.8,53.9,27.5,39.0,190.0
159.1,58.02,31.5,21.0,134.0
184.7,85.6,16.0,50.0,237.0
174.5,66.6,33.1,15.0,143.0
164.0,60.6,18.1,60.0,230.0
191.8,87.5,19.7,20.0,160.0
166.1,67.8,25.9,34.0,188.0
180.0,75.1,17.7,60.0,234.0
159.5,49.7,23.0,18.0,110.0
170.6,66.0,8.5,58.0,238.0
165.5,86.0,24.3,45.0,212.0
163.1,69.76,26.0,40.0,192.0
173.5,77.7,24.7,39.0,215.0
168.5,61.6,20.1,41.0,226.0
163.9,60.8,35.0,17.0,130.0
181.4,86.8,19.3,46.0,242.0
164.8,70.1,31.6,25.0,140.0
177.7,70.1,17.0,31.0,191.0
162.7,49.0,20.3,0.0,130.0
163.6,62.8,32.5,37.0,176.0
175.5,82.2,25.3,35.0,169.0
160.1,56.3,27.8,48.0,128.0
169.0,73.9,35.7,5.0,128.0
161.7,63.3,32.8,41.0,180.0
158.0,51.9,26.3,70.0,191.0
167.7,69.9,19.1,59.0,202.0
167.4,57.5,14.2,58.0,231.0
179.1,65.5,12.2,41.0,252.0
157.8,67.2,35.0,27.0,175.0
182.1,92.8,31.8,50.0,217.0
169.5,87.8,29.7,36.0,204.0
169.1,72.2,26.1,52.0,202.0
151.6,47.0,21.3,23.0,133.0
166.2,70.8,39.5,7.0,158.0
153.1,52.78,22.6,32.0,129.0
169.4,69.7,23.7,29.0,222.0
166.9,66.7,21.0,65.0,256.0
172.1,78.9,24.5,46.0,176.0
163.8,61.7,32.2,25.0,176.0
175.0,70.0,14.7,63.0,245.0
188.5,87.3,16.5,39.0,217.0
163.7,65.5,23.6,42.0,230.0
156.5,49.7,20.6,45.0,145.0
160.9,46.4,22.5,24.0,153.0
155.2,57.7,32.5,36.0,168.0
166.6,61.2,33.4,19.0,161.0
166.4,60.4,30.7,41.0,165.0
171.9,66.7,18.0,37.0,217.0
158.2,55.9,27.14,19.0,129.0
162.4,61.0,29.1,32.0,146.0
177.3,77.5,15.5,58.0,252.0
170.7,68.08,23.3,44.0,208.0
165.2,48.3,16.2,37.0,189.0
187.9,79.3,13.5,50.0,239.0
161.1,53.7,6.9,60.0,248.0
178.4,73.8,16.7,46.0,180.0
